Place_Name,Total_Transactions_count,Total_Amount,Quarter,Year,State,MyIndex
kamle district,247,361497.05682825705,4,2018,arunachal-pradesh,399
upper siang district,1041,2157332.9473089008,4,2018,arunachal-pradesh,400
tirap district,5725,10811742.67058608,4,2018,arunachal-pradesh,401
papum pare district,55224,154875448.2077814,4,2018,arunachal-pradesh,402
kurung kumey district,444,759686.7195777439,4,2018,arunachal-pradesh,403
anjaw district,273,495578.19942643447,4,2018,arunachal-pradesh,404
siang district,822,2176630.237443937,4,2018,arunachal-pradesh,405
lower siang district,2883,4533291.201383284,4,2018,arunachal-pradesh,406
kra daadi district,750,3254327.442489025,4,2018,arunachal-pradesh,407
changlang district,13950,32343047.413952347,4,2018,arunachal-pradesh,408
pakke kessang district,297,462143.5189972004,4,2018,arunachal-pradesh,409
dibang valley district,40,97205.28808666342,4,2018,arunachal-pradesh,410
west kameng district,25439,89194886.84322134,4,2018,arunachal-pradesh,411
shi yomi district,61,42483.80153055695,4,2018,arunachal-pradesh,412
east siang district,12893,34272134.34491677,4,2018,arunachal-pradesh,413
upper subansiri district,2686,8771042.079749444,4,2018,arunachal-pradesh,414
east kameng district,1750,5936855.710462087,4,2018,arunachal-pradesh,415
lohit district,14268,40510521.94979761,4,2018,arunachal-pradesh,416
lepa rada district,932,3023578.1893019043,4,2018,arunachal-pradesh,417
tawang district,11104,35921510.894032694,4,2018,arunachal-pradesh,418
namsai district,7244,17643523.29373534,4,2018,arunachal-pradesh,419
lower dibang valley district,6314,13738776.18143886,1,2019,arunachal-pradesh,420
lower subansiri district,4994,12615032.12289183,1,2019,arunachal-pradesh,421
longding district,7287,25349462.05524536,1,2019,arunachal-pradesh,422
west siang district,5921,19426751.30123389,1,2019,arunachal-pradesh,423
kamle district,391,725807.1059240355,1,2019,arunachal-pradesh,424
upper siang district,1154,2756678.3077581595,1,2019,arunachal-pradesh,425
tirap district,6877,14075747.836402498,1,2019,arunachal-pradesh,426
papum pare district,70941,188556716.3567257,1,2019,arunachal-pradesh,427
kurung kumey district,740,2076644.1215012984,1,2019,arunachal-pradesh,428
anjaw district,2116,4643030.795590812,1,2019,arunachal-pradesh,429
siang district,1282,2552682.037255951,1,2019,arunachal-pradesh,430
lower siang district,3565,6923301.927893572,1,2019,arunachal-pradesh,431
kra daadi district,1070,3797175.484244661,1,2019,arunachal-pradesh,432
changlang district,17589,40239141.669717625,1,2019,arunachal-pradesh,433
pakke kessang district,545,1682922.8373646357,1,2019,arunachal-pradesh,434
dibang valley district,102,301591.38639926765,1,2019,arunachal-pradesh,435
west kameng district,34289,101333633.6760416,1,2019,arunachal-pradesh,436
shi yomi district,19,212989.63045272,1,2019,arunachal-pradesh,437
east siang district,15621,39284373.054099694,1,2019,arunachal-pradesh,438
upper subansiri district,3880,14105451.853243291,1,2019,arunachal-pradesh,439
east kameng district,2688,9107597.731491327,1,2019,arunachal-pradesh,440
lohit district,15896,42834776.7780453,1,2019,arunachal-pradesh,441
lepa rada district,1523,4054526.308789035,1,2019,arunachal-pradesh,442
tawang district,13102,39489779.13784294,1,2019,arunachal-pradesh,443
namsai district,8600,20065516.61635517,1,2019,arunachal-pradesh,444
lower dibang valley district,5819,13737167.7479776,2,2019,arunachal-pradesh,445
lower subansiri district,5579,14746949.65201063,2,2019,arunachal-pradesh,446
longding district,6744,23464027.89281261,2,2019,arunachal-pradesh,447
west siang district,8041,24549832.97718149,2,2019,arunachal-pradesh,448
kamle district,414,1136776.6962042823,2,2019,arunachal-pradesh,449
upper siang district,1079,3993676.3296563537,2,2019,arunachal-pradesh,450
tirap district,6868,18633793.43372325,2,2019,arunachal-pradesh,451
papum pare district,86433,246640891.34861863,2,2019,arunachal-pradesh,452
kurung kumey district,1427,4036511.93386158,2,2019,arunachal-pradesh,453
anjaw district,2473,5220589.920801567,2,2019,arunachal-pradesh,454
siang district,1654,5373179.351887872,2,2019,arunachal-pradesh,455
lower siang district,3791,7075961.239041175,2,2019,arunachal-pradesh,456
kra daadi district,1447,4315353.218765283,2,2019,arunachal-pradesh,457
changlang district,18631,48891048.26477764,2,2019,arunachal-pradesh,458
pakke kessang district,687,1750138.0587616218,2,2019,arunachal-pradesh,459
dibang valley district,98,214966.6162180208,2,2019,arunachal-pradesh,460
west kameng district,37430,122521180.75595032,2,2019,arunachal-pradesh,461
shi yomi district,13,65209.39364354455,2,2019,arunachal-pradesh,462
east siang district,16494,46549881.23941852,2,2019,arunachal-pradesh,463
upper subansiri district,4827,18395806.56628409,2,2019,arunachal-pradesh,464
east kameng district,2309,8996397.735290494,2,2019,arunachal-pradesh,465
lohit district,18693,48893746.8310222,2,2019,arunachal-pradesh,466
lepa rada district,2108,5045595.906781289,2,2019,arunachal-pradesh,467
tawang district,15960,55915834.5871187,2,2019,arunachal-pradesh,468
namsai district,9637,22491356.65721929,2,2019,arunachal-pradesh,469
lower dibang valley district,8405,15177864.63915902,3,2019,arunachal-pradesh,470
lower subansiri district,8828,21059967.49943525,3,2019,arunachal-pradesh,471
longding district,10269,26620415.01923828,3,2019,arunachal-pradesh,472
west siang district,11889,30014806.81680297,3,2019,arunachal-pradesh,473
kamle district,677,968784.5134103608,3,2019,arunachal-pradesh,474
upper siang district,1419,3927440.441775221,3,2019,arunachal-pradesh,475
tirap district,11249,21737827.19336869,3,2019,arunachal-pradesh,476
papum pare district,117940,301518075.7016427,3,2019,arunachal-pradesh,477
kurung kumey district,1579,3674797.099413435,3,2019,arunachal-pradesh,478
anjaw district,4230,9665384.074972186,3,2019,arunachal-pradesh,479
siang district,2640,6888800.898705382,3,2019,arunachal-pradesh,480
lower siang district,5348,9507511.569068512,3,2019,arunachal-pradesh,481
kra daadi district,2187,5520848.186492377,3,2019,arunachal-pradesh,482
changlang district,29218,58354823.443366826,3,2019,arunachal-pradesh,483
pakke kessang district,977,2145842.2925678995,3,2019,arunachal-pradesh,484
dibang valley district,202,675909.9962923382,3,2019,arunachal-pradesh,485
west kameng district,53939,147186019.8759076,3,2019,arunachal-pradesh,486
shi yomi district,27,30367.754712275346,3,2019,arunachal-pradesh,487
east siang district,22611,58040119.9573143,3,2019,arunachal-pradesh,488
upper subansiri district,7803,22099628.49449406,3,2019,arunachal-pradesh,489
east kameng district,3814,10631335.87179724,3,2019,arunachal-pradesh,490
lohit district,24505,54539458.21434432,3,2019,arunachal-pradesh,491
lepa rada district,2928,4930337.942058578,3,2019,arunachal-pradesh,492
tawang district,24097,72221026.28393415,3,2019,arunachal-pradesh,493
namsai district,13453,25507641.015596066,3,2019,arunachal-pradesh,494
lower dibang valley district,10376,21103089.24170351,4,2019,arunachal-pradesh,495
lower subansiri district,11806,29634357.48680521,4,2019,arunachal-pradesh,496
longding district,11018,29245021.39397645,4,2019,arunachal-pradesh,497
west siang district,14581,39460255.46641725,4,2019,arunachal-pradesh,498
kamle district,999,1620922.3277442688,4,2019,arunachal-pradesh,499
upper siang district,4165,12739585.63873403,4,2019,arunachal-pradesh,500
tirap district,16459,38467790.7269052,4,2019,arunachal-pradesh,501
papum pare district,143272,378838002.3434037,4,2019,arunachal-pradesh,502
kurung kumey district,1343,4526789.748638094,4,2019,arunachal-pradesh,503
anjaw district,5417,11887950.534618173,4,2019,arunachal-pradesh,504
siang district,4756,8833695.424992222,4,2019,arunachal-pradesh,505
lower siang district,6628,11985865.25916152,4,2019,arunachal-pradesh,506
kra daadi district,2830,7804936.327522229,4,2019,arunachal-pradesh,507
changlang district,33963,71874990.9639822,4,2019,arunachal-pradesh,508
pakke kessang district,1194,2287739.012092396,4,2019,arunachal-pradesh,509
dibang valley district,267,1240493.0270471391,4,2019,arunachal-pradesh,510
west kameng district,66740,198205637.50055432,4,2019,arunachal-pradesh,511
shi yomi district,232,170772.72677991798,4,2019,arunachal-pradesh,512
east siang district,26605,72075285.44344108,4,2019,arunachal-pradesh,513
upper subansiri district,9285,28319761.87384963,4,2019,arunachal-pradesh,514
east kameng district,5646,19408662.74847077,4,2019,arunachal-pradesh,515
lohit district,29281,67502324.59236205,4,2019,arunachal-pradesh,516
lepa rada district,4245,8888753.875914622,4,2019,arunachal-pradesh,517
tawang district,30077,91949243.60711189,4,2019,arunachal-pradesh,518
namsai district,18290,32501252.235055383,4,2019,arunachal-pradesh,519
lower dibang valley district,14400,29552510.9414332,1,2020,arunachal-pradesh,520
lower subansiri district,15770,34273250.7179902,1,2020,arunachal-pradesh,521
longding district,13240,35267439.983279385,1,2020,arunachal-pradesh,522
west siang district,19728,47929440.73153875,1,2020,arunachal-pradesh,523
kamle district,1434,3418975.8263023924,1,2020,arunachal-pradesh,524
upper siang district,7055,17820679.64619372,1,2020,arunachal-pradesh,525
tirap district,18369,40877851.79372531,1,2020,arunachal-pradesh,526
papum pare district,180373,457430754.15953165,1,2020,arunachal-pradesh,527
kurung kumey district,2294,5942677.061635139,1,2020,arunachal-pradesh,528
anjaw district,5025,12808735.8587444,1,2020,arunachal-pradesh,529
siang district,5136,11962344.13711079,1,2020,arunachal-pradesh,530
lower siang district,8047,15520255.40397513,1,2020,arunachal-pradesh,531
kra daadi district,3407,10045462.795181291,1,2020,arunachal-pradesh,532
changlang district,43858,93461363.58699806,1,2020,arunachal-pradesh,533
pakke kessang district,2044,3425821.315796173,1,2020,arunachal-pradesh,534
dibang valley district,397,878784.5955219769,1,2020,arunachal-pradesh,535
west kameng district,75363,198712422.2374845,1,2020,arunachal-pradesh,536
shi yomi district,117,566189.9936512378,1,2020,arunachal-pradesh,537
east siang district,33743,82011539.42531273,1,2020,arunachal-pradesh,538
upper subansiri district,12313,33686711.81345673,1,2020,arunachal-pradesh,539
east kameng district,7379,20456070.89377439,1,2020,arunachal-pradesh,540
lohit district,36985,83701268.27182505,1,2020,arunachal-pradesh,541
lepa rada district,5721,11137993.767266,1,2020,arunachal-pradesh,542
tawang district,31865,84425193.41571434,1,2020,arunachal-pradesh,543
namsai district,23112,46444942.9567038,1,2020,arunachal-pradesh,544
lower dibang valley district,26234,42360072.52689613,2,2020,arunachal-pradesh,545
lower subansiri district,25703,46133123.51739678,2,2020,arunachal-pradesh,546
longding district,20664,54678022.50234371,2,2020,arunachal-pradesh,547
west siang district,32777,72790231.05472675,2,2020,arunachal-pradesh,548
kamle district,2397,4126243.0778709752,2,2020,arunachal-pradesh,549
upper siang district,10899,28048492.10512026,2,2020,arunachal-pradesh,550
tirap district,28830,63497030.84081016,2,2020,arunachal-pradesh,551
papum pare district,221728,535085907.3404856,2,2020,arunachal-pradesh,552
kurung kumey district,3847,11359743.45705319,2,2020,arunachal-pradesh,553
anjaw district,7617,18795023.53147722,2,2020,arunachal-pradesh,554
siang district,9827,18585670.46796793,2,2020,arunachal-pradesh,555
lower siang district,13321,23571085.32253689,2,2020,arunachal-pradesh,556
kra daadi district,5264,15730996.22746254,2,2020,arunachal-pradesh,557
changlang district,69279,128572447.9979738,2,2020,arunachal-pradesh,558
pakke kessang district,3558,4635272.064395212,2,2020,arunachal-pradesh,559
dibang valley district,966,2559724.836918968,2,2020,arunachal-pradesh,560
west kameng district,95421,251395972.2250581,2,2020,arunachal-pradesh,561
shi yomi district,302,1222863.4358782358,2,2020,arunachal-pradesh,562
east siang district,55680,112693868.8099896,2,2020,arunachal-pradesh,563
upper subansiri district,18056,43140688.970285244,2,2020,arunachal-pradesh,564
east kameng district,11791,40506284.272980645,2,2020,arunachal-pradesh,565
lohit district,56541,114730675.47714493,2,2020,arunachal-pradesh,566
lepa rada district,8601,16064862.366431031,2,2020,arunachal-pradesh,567
tawang district,44499,121561732.24171808,2,2020,arunachal-pradesh,568
namsai district,34972,54870798.314045325,2,2020,arunachal-pradesh,569
lower dibang valley district,27655,63469161.32860388,3,2020,arunachal-pradesh,570
lower subansiri district,26596,59707234.22223007,3,2020,arunachal-pradesh,571
longding district,21445,63273209.984560445,3,2020,arunachal-pradesh,572
west siang district,34295,92449732.96070343,3,2020,arunachal-pradesh,573
kamle district,2618,5300885.9328534985,3,2020,arunachal-pradesh,574
upper siang district,12707,40210852.98915006,3,2020,arunachal-pradesh,575
tirap district,30046,81539831.5295825,3,2020,arunachal-pradesh,576
papum pare district,298350,859373863.7202579,3,2020,arunachal-pradesh,577
kurung kumey district,4391,13864822.73322653,3,2020,arunachal-pradesh,578
anjaw district,9751,31524690.46028902,3,2020,arunachal-pradesh,579
siang district,10489,21236201.53145476,3,2020,arunachal-pradesh,580
lower siang district,12456,28754627.349573277,3,2020,arunachal-pradesh,581
kra daadi district,5676,16181045.61263587,3,2020,arunachal-pradesh,582
changlang district,73842,159158438.9254108,3,2020,arunachal-pradesh,583
pakke kessang district,3469,6301715.335375749,3,2020,arunachal-pradesh,584
dibang valley district,899,3061207.2925078664,3,2020,arunachal-pradesh,585
west kameng district,111029,332812237.8096209,3,2020,arunachal-pradesh,586
shi yomi district,521,3410288.130911609,3,2020,arunachal-pradesh,587
east siang district,69710,176323789.9443782,3,2020,arunachal-pradesh,588
upper subansiri district,24387,70811197.57521853,3,2020,arunachal-pradesh,589
east kameng district,13421,43881134.37096395,3,2020,arunachal-pradesh,590
lohit district,65889,156523653.18643108,3,2020,arunachal-pradesh,591
lepa rada district,10150,22146313.37323604,3,2020,arunachal-pradesh,592
tawang district,56016,182137862.72423625,3,2020,arunachal-pradesh,593
namsai district,37019,76484566.53480485,3,2020,arunachal-pradesh,594
lower dibang valley district,33455,81929299.56817816,4,2020,arunachal-pradesh,595
lower subansiri district,31411,97681186.89595497,4,2020,arunachal-pradesh,596
longding district,26089,74890543.91561158,4,2020,arunachal-pradesh,597
west siang district,45207,125118193.0493962,4,2020,arunachal-pradesh,598
kamle district,3611,10000596.40939699,4,2020,arunachal-pradesh,599
upper siang district,19943,78146755.88828371,4,2020,arunachal-pradesh,600
tirap district,36124,104709589.66019578,4,2020,arunachal-pradesh,601
papum pare district,390528,1205917753.704622,4,2020,arunachal-pradesh,602
kurung kumey district,4581,17134470.4444281,4,2020,arunachal-pradesh,603
anjaw district,17228,49318880.51759694,4,2020,arunachal-pradesh,604
siang district,12962,32619173.23826112,4,2020,arunachal-pradesh,605
lower siang district,14782,33891568.64514145,4,2020,arunachal-pradesh,606
kra daadi district,7619,30458774.811469432,4,2020,arunachal-pradesh,607
