Place_Name,Registered_Users_Count,App_Openings,Quarter,Year,State
kamle district,323,5098,4,2019,arunachal-pradesh
upper siang district,1804,26060,4,2019,arunachal-pradesh
kurung kumey district,653,7904,4,2019,arunachal-pradesh
siang district,1131,19220,4,2019,arunachal-pradesh
kra daadi district,603,13700,4,2019,arunachal-pradesh
changlang district,9662,152680,4,2019,arunachal-pradesh
pakke kessang district,296,5981,4,2019,arunachal-pradesh
east siang district,9859,132534,4,2019,arunachal-pradesh
upper subansiri district,3144,42354,4,2019,arunachal-pradesh
tawang district,7303,139898,4,2019,arunachal-pradesh
namsai district,5190,87627,4,2019,arunachal-pradesh
lower subansiri district,4351,72887,1,2020,arunachal-pradesh
tirap district,4261,76554,1,2020,arunachal-pradesh
papum pare district,51342,819599,1,2020,arunachal-pradesh
anjaw district,1747,25453,1,2020,arunachal-pradesh
lower siang district,2201,35216,1,2020,arunachal-pradesh
dibang valley district,320,2195,1,2020,arunachal-pradesh
west kameng district,13983,332479,1,2020,arunachal-pradesh
shi yomi district,290,989,1,2020,arunachal-pradesh
east kameng district,1962,37103,1,2020,arunachal-pradesh
lohit district,8454,159158,1,2020,arunachal-pradesh
lepa rada district,1532,28280,1,2020,arunachal-pradesh
lower dibang valley district,4650,71091,1,2020,arunachal-pradesh
longding district,2201,58817,1,2020,arunachal-pradesh
west siang district,5757,97255,1,2020,arunachal-pradesh
kamle district,373,7135,1,2020,arunachal-pradesh
upper siang district,2143,37600,1,2020,arunachal-pradesh
kurung kumey district,725,11471,1,2020,arunachal-pradesh
siang district,1390,24530,1,2020,arunachal-pradesh
kra daadi district,701,16770,1,2020,arunachal-pradesh
changlang district,11262,201632,1,2020,arunachal-pradesh
pakke kessang district,371,9758,1,2020,arunachal-pradesh
east siang district,11298,167166,1,2020,arunachal-pradesh
upper subansiri district,3675,56522,1,2020,arunachal-pradesh
tawang district,8048,138728,1,2020,arunachal-pradesh
namsai district,6029,109933,1,2020,arunachal-pradesh
lower subansiri district,5392,108893,2,2020,arunachal-pradesh
tirap district,5239,114770,2,2020,arunachal-pradesh
papum pare district,59968,932769,2,2020,arunachal-pradesh
anjaw district,1961,34903,2,2020,arunachal-pradesh
lower siang district,2644,48738,2,2020,arunachal-pradesh
dibang valley district,367,4076,2,2020,arunachal-pradesh
west kameng district,15766,394250,2,2020,arunachal-pradesh
shi yomi district,320,1597,2,2020,arunachal-pradesh
east kameng district,2506,53112,2,2020,arunachal-pradesh
lohit district,10154,219948,2,2020,arunachal-pradesh
lepa rada district,1890,38098,2,2020,arunachal-pradesh
lower dibang valley district,5782,110670,2,2020,arunachal-pradesh
longding district,2751,86086,2,2020,arunachal-pradesh
west siang district,7239,147515,2,2020,arunachal-pradesh
kamle district,509,11566,2,2020,arunachal-pradesh
upper siang district,2552,54123,2,2020,arunachal-pradesh
kurung kumey district,834,16738,2,2020,arunachal-pradesh
siang district,1831,40101,2,2020,arunachal-pradesh
kra daadi district,870,25480,2,2020,arunachal-pradesh
changlang district,14036,293705,2,2020,arunachal-pradesh
pakke kessang district,438,13500,2,2020,arunachal-pradesh
east siang district,13601,235755,2,2020,arunachal-pradesh
upper subansiri district,4465,80310,2,2020,arunachal-pradesh
tawang district,8993,170812,2,2020,arunachal-pradesh
namsai district,7426,149491,2,2020,arunachal-pradesh
lower subansiri district,6456,117359,3,2020,arunachal-pradesh
tirap district,6119,125437,3,2020,arunachal-pradesh
papum pare district,69419,1157730,3,2020,arunachal-pradesh
anjaw district,2226,42320,3,2020,arunachal-pradesh
lower siang district,2983,51520,3,2020,arunachal-pradesh
dibang valley district,411,4634,3,2020,arunachal-pradesh
west kameng district,17636,461190,3,2020,arunachal-pradesh
shi yomi district,337,2788,3,2020,arunachal-pradesh
east kameng district,3169,63062,3,2020,arunachal-pradesh
lohit district,11755,264444,3,2020,arunachal-pradesh
lepa rada district,2304,47233,3,2020,arunachal-pradesh
lower dibang valley district,6799,117752,3,2020,arunachal-pradesh
longding district,3277,91330,3,2020,arunachal-pradesh
west siang district,8623,158496,3,2020,arunachal-pradesh
kamle district,639,12196,3,2020,arunachal-pradesh
upper siang district,3011,59246,3,2020,arunachal-pradesh
kurung kumey district,1025,18583,3,2020,arunachal-pradesh
siang district,2225,42723,3,2020,arunachal-pradesh
kra daadi district,1026,29126,3,2020,arunachal-pradesh
changlang district,16385,326045,3,2020,arunachal-pradesh
pakke kessang district,508,11721,3,2020,arunachal-pradesh
east siang district,15921,302165,3,2020,arunachal-pradesh
upper subansiri district,5295,106598,3,2020,arunachal-pradesh
tawang district,9944,224583,3,2020,arunachal-pradesh
namsai district,8553,165140,3,2020,arunachal-pradesh
lower subansiri district,7388,124398,4,2020,arunachal-pradesh
tirap district,6805,134124,4,2020,arunachal-pradesh
papum pare district,77936,1397025,4,2020,arunachal-pradesh
anjaw district,2485,61121,4,2020,arunachal-pradesh
lower siang district,3320,54476,4,2020,arunachal-pradesh
dibang valley district,444,7677,4,2020,arunachal-pradesh
west kameng district,19464,455337,4,2020,arunachal-pradesh
shi yomi district,370,5847,4,2020,arunachal-pradesh
east kameng district,3638,62876,4,2020,arunachal-pradesh
lohit district,13126,285992,4,2020,arunachal-pradesh
lepa rada district,2735,57036,4,2020,arunachal-pradesh
lower dibang valley district,7693,132469,4,2020,arunachal-pradesh
longding district,3753,87881,4,2020,arunachal-pradesh
west siang district,9911,180696,4,2020,arunachal-pradesh
kamle district,745,14866,4,2020,arunachal-pradesh
upper siang district,3497,80140,4,2020,arunachal-pradesh
kurung kumey district,1173,21168,4,2020,arunachal-pradesh
siang district,2635,48090,4,2020,arunachal-pradesh
kra daadi district,1141,27924,4,2020,arunachal-pradesh
changlang district,18203,320708,4,2020,arunachal-pradesh
pakke kessang district,593,11458,4,2020,arunachal-pradesh
east siang district,17822,349321,4,2020,arunachal-pradesh
upper subansiri district,6069,125505,4,2020,arunachal-pradesh
tawang district,10909,249095,4,2020,arunachal-pradesh
namsai district,9437,177437,4,2020,arunachal-pradesh
lower subansiri district,8044,136547,1,2021,arunachal-pradesh
tirap district,7376,136247,1,2021,arunachal-pradesh
papum pare district,84715,1553363,1,2021,arunachal-pradesh
anjaw district,2660,55283,1,2021,arunachal-pradesh
lower siang district,3594,61226,1,2021,arunachal-pradesh
dibang valley district,478,9538,1,2021,arunachal-pradesh
west kameng district,21027,483047,1,2021,arunachal-pradesh
shi yomi district,390,7228,1,2021,arunachal-pradesh
east kameng district,3990,69455,1,2021,arunachal-pradesh
lohit district,14231,295880,1,2021,arunachal-pradesh
lepa rada district,3008,68424,1,2021,arunachal-pradesh
lower dibang valley district,8402,145425,1,2021,arunachal-pradesh
longding district,4117,92482,1,2021,arunachal-pradesh
west siang district,10836,191242,1,2021,arunachal-pradesh
kamle district,814,16142,1,2021,arunachal-pradesh
upper siang district,3847,87503,1,2021,arunachal-pradesh
kurung kumey district,1287,25911,1,2021,arunachal-pradesh
siang district,2878,56271,1,2021,arunachal-pradesh
kra daadi district,1244,30137,1,2021,arunachal-pradesh
changlang district,19716,344148,1,2021,arunachal-pradesh
pakke kessang district,647,14995,1,2021,arunachal-pradesh
east siang district,19342,363085,1,2021,arunachal-pradesh
upper subansiri district,6577,122422,1,2021,arunachal-pradesh
tawang district,11778,230123,1,2021,arunachal-pradesh
namsai district,10242,200584,1,2021,arunachal-pradesh
lower subansiri district,8685,444426,2,2021,arunachal-pradesh
tirap district,7955,547430,2,2021,arunachal-pradesh
papum pare district,90871,1786163,2,2021,arunachal-pradesh
anjaw district,2866,174807,2,2021,arunachal-pradesh
lower siang district,3872,246789,2,2021,arunachal-pradesh
dibang valley district,516,77457,2,2021,arunachal-pradesh
west kameng district,22625,1490269,2,2021,arunachal-pradesh
shi yomi district,430,99619,2,2021,arunachal-pradesh
east kameng district,4314,221705,2,2021,arunachal-pradesh
lohit district,15360,1008718,2,2021,arunachal-pradesh
lepa rada district,3249,228236,2,2021,arunachal-pradesh
lower dibang valley district,9094,434361,2,2021,arunachal-pradesh
longding district,4456,495881,2,2021,arunachal-pradesh
west siang district,11657,467127,2,2021,arunachal-pradesh
kamle district,883,164726,2,2021,arunachal-pradesh
upper siang district,4145,428792,2,2021,arunachal-pradesh
kurung kumey district,1398,201782,2,2021,arunachal-pradesh
siang district,3116,410979,2,2021,arunachal-pradesh
kra daadi district,1353,150762,2,2021,arunachal-pradesh
changlang district,21404,1212334,2,2021,arunachal-pradesh
pakke kessang district,702,156638,2,2021,arunachal-pradesh
east siang district,20817,855042,2,2021,arunachal-pradesh
upper subansiri district,7057,293916,2,2021,arunachal-pradesh
tawang district,12636,830993,2,2021,arunachal-pradesh
namsai district,11111,596897,2,2021,arunachal-pradesh
lower subansiri district,9451,558377,3,2021,arunachal-pradesh
tirap district,8665,578706,3,2021,arunachal-pradesh
papum pare district,97854,2308276,3,2021,arunachal-pradesh
anjaw district,3099,267726,3,2021,arunachal-pradesh
lower siang district,4229,347190,3,2021,arunachal-pradesh
dibang valley district,571,113574,3,2021,arunachal-pradesh
west kameng district,24489,2155265,3,2021,arunachal-pradesh
shi yomi district,473,181457,3,2021,arunachal-pradesh
east kameng district,4671,265900,3,2021,arunachal-pradesh
lohit district,16680,1408514,3,2021,arunachal-pradesh
lepa rada district,3527,264771,3,2021,arunachal-pradesh
lower dibang valley district,9920,581463,3,2021,arunachal-pradesh
longding district,4890,594284,3,2021,arunachal-pradesh
west siang district,12616,544772,3,2021,arunachal-pradesh
kamle district,974,203013,3,2021,arunachal-pradesh
upper siang district,4506,556857,3,2021,arunachal-pradesh
kurung kumey district,1509,292922,3,2021,arunachal-pradesh
siang district,3396,433332,3,2021,arunachal-pradesh
kra daadi district,1475,179974,3,2021,arunachal-pradesh
changlang district,23328,1668215,3,2021,arunachal-pradesh
pakke kessang district,770,213423,3,2021,arunachal-pradesh
east siang district,22538,1086775,3,2021,arunachal-pradesh
upper subansiri district,7652,375423,3,2021,arunachal-pradesh
tawang district,13650,1355010,3,2021,arunachal-pradesh
namsai district,12140,674435,3,2021,arunachal-pradesh
lower subansiri district,10187,348485,4,2021,arunachal-pradesh
tirap district,9331,311867,4,2021,arunachal-pradesh
papum pare district,104806,3554385,4,2021,arunachal-pradesh
anjaw district,3342,125753,4,2021,arunachal-pradesh
lower siang district,4550,156209,4,2021,arunachal-pradesh
dibang valley district,621,18166,4,2021,arunachal-pradesh
west kameng district,26237,1160379,4,2021,arunachal-pradesh
shi yomi district,498,15201,4,2021,arunachal-pradesh
east kameng district,5027,153109,4,2021,arunachal-pradesh
lohit district,17980,728676,4,2021,arunachal-pradesh
lepa rada district,3810,168938,4,2021,arunachal-pradesh
lower dibang valley district,10679,341060,4,2021,arunachal-pradesh
longding district,5345,215529,4,2021,arunachal-pradesh
west siang district,13555,389171,4,2021,arunachal-pradesh
kamle district,1069,48042,4,2021,arunachal-pradesh
upper siang district,4850,208167,4,2021,arunachal-pradesh
kurung kumey district,1633,54213,4,2021,arunachal-pradesh
siang district,3675,121770,4,2021,arunachal-pradesh
kra daadi district,1593,63448,4,2021,arunachal-pradesh
changlang district,25155,829350,4,2021,arunachal-pradesh
pakke kessang district,835,35976,4,2021,arunachal-pradesh
east siang district,24208,897713,4,2021,arunachal-pradesh
upper subansiri district,8201,240330,4,2021,arunachal-pradesh
tawang district,14665,506240,4,2021,arunachal-pradesh
namsai district,13092,538118,4,2021,arunachal-pradesh
lower subansiri district,10854,1566925,1,2022,arunachal-pradesh
tirap district,9972,1634844,1,2022,arunachal-pradesh
papum pare district,111271,3209286,1,2022,arunachal-pradesh
anjaw district,3560,640611,1,2022,arunachal-pradesh
lower siang district,4882,1085994,1,2022,arunachal-pradesh
dibang valley district,656,267633,1,2022,arunachal-pradesh
west kameng district,27860,4098935,1,2022,arunachal-pradesh
shi yomi district,540,230973,1,2022,arunachal-pradesh
east kameng district,5355,703590,1,2022,arunachal-pradesh
lohit district,19214,3212352,1,2022,arunachal-pradesh
lepa rada district,4049,1182371,1,2022,arunachal-pradesh
lower dibang valley district,11401,1918566,1,2022,arunachal-pradesh
longding district,5700,1728795,1,2022,arunachal-pradesh
west siang district,14420,1420049,1,2022,arunachal-pradesh
kamle district,1144,758412,1,2022,arunachal-pradesh
upper siang district,5146,2047229,1,2022,arunachal-pradesh
kurung kumey district,1744,845626,1,2022,arunachal-pradesh
siang district,3942,1227784,1,2022,arunachal-pradesh
kra daadi district,1701,720274,1,2022,arunachal-pradesh
changlang district,26904,4323291,1,2022,arunachal-pradesh
pakke kessang district,887,770322,1,2022,arunachal-pradesh
east siang district,25763,3444101,1,2022,arunachal-pradesh
upper subansiri district,8731,921019,1,2022,arunachal-pradesh
tawang district,15589,1922991,1,2022,arunachal-pradesh
namsai district,14054,1536586,1,2022,arunachal-pradesh
lower subansiri district,11479,1637036,2,2022,arunachal-pradesh
tirap district,10538,2173316,2,2022,arunachal-pradesh
papum pare district,117568,3870115,2,2022,arunachal-pradesh
anjaw district,3769,942878,2,2022,arunachal-pradesh
lower siang district,5161,1296404,2,2022,arunachal-pradesh
dibang valley district,701,212502,2,2022,arunachal-pradesh
west kameng district,29424,5493311,2,2022,arunachal-pradesh
shi yomi district,575,197796,2,2022,arunachal-pradesh
east kameng district,5680,791335,2,2022,arunachal-pradesh
lohit district,20325,3608724,2,2022,arunachal-pradesh
lepa rada district,4265,1110684,2,2022,arunachal-pradesh
lower dibang valley district,12040,2045531,2,2022,arunachal-pradesh
longding district,6034,1821245,2,2022,arunachal-pradesh
west siang district,15231,1555876,2,2022,arunachal-pradesh
kamle district,1210,1066185,2,2022,arunachal-pradesh
upper siang district,5440,2396815,2,2022,arunachal-pradesh
kurung kumey district,1854,734369,2,2022,arunachal-pradesh
siang district,4160,1500428,2,2022,arunachal-pradesh
kra daadi district,1797,724575,2,2022,arunachal-pradesh
changlang district,28495,5476741,2,2022,arunachal-pradesh
pakke kessang district,945,590302,2,2022,arunachal-pradesh
east siang district,27240,3704889,2,2022,arunachal-pradesh
upper subansiri district,9235,1261876,2,2022,arunachal-pradesh
tawang district,16475,3393271,2,2022,arunachal-pradesh
namsai district,14887,2283314,2,2022,arunachal-pradesh
lower subansiri district,12085,2475131,3,2022,arunachal-pradesh
tirap district,11115,2414601,3,2022,arunachal-pradesh
papum pare district,124095,4843797,3,2022,arunachal-pradesh
anjaw district,3966,844043,3,2022,arunachal-pradesh
lower siang district,5436,1508192,3,2022,arunachal-pradesh
dibang valley district,740,285052,3,2022,arunachal-pradesh
west kameng district,30964,7334928,3,2022,arunachal-pradesh
shi yomi district,598,312490,3,2022,arunachal-pradesh
east kameng district,5997,1054633,3,2022,arunachal-pradesh
lohit district,21385,4282624,3,2022,arunachal-pradesh
lepa rada district,4510,1208942,3,2022,arunachal-pradesh
lower dibang valley district,12668,2160151,3,2022,arunachal-pradesh
longding district,6321,2587741,3,2022,arunachal-pradesh
